"id","department","title","url",
40,"Academic Commons","Student Success Scorecard","/offices/student_services/student-success-scorecard.shtml",
41,"Academic Commons","Advanced Technology Center (ATC)","/offices/student_services/st_ATC_computer_mall.shtml",
42,"Academic Senate","Area Assignments","/offices/faculty-services/faculty-senate",
43,"Academic Senate","Bylaws","/offices/faculty-services/faculty-senate/bylaws.shtml",
44,"Academic Senate","Constitution","/offices/faculty-services/faculty-senate/constitution.shtml",
45,"Academic Senate","Approved Documents","/offices/faculty-services/faculty-senate/resolutions.shtml",
46,"Academic Senate","Agendas","/offices/faculty-services/faculty-senate/agendas.shtml",
47,"Academic Senate","Minutes","/offices/faculty-services/faculty-senate/minutes.shtml",
48,"Academic Senate","Program Review","/offices/faculty-services/faculty-senate/program-review.shtml",
49,"Academic Senate","Senate Duties","/offices/faculty-services/faculty-senate/vs.shtml",
50,"Academic Senate","Student Learning Outcomes & Assessment","/offices/faculty-services/faculty-senate/slos.shtml",
51,"Academic Senate","Meetings","/offices/faculty-services/faculty-senate/meetings.shtml",
52,"Academic Senate","Newsletters and Board Reports","/offices/faculty-services/faculty-senate/senate-president-monthly-bot-reports.shtml",
53,"Academic Senate","Senate Committees","/offices/faculty-services/faculty-senate/allocations_committee.shtml",
54,"Academic Senate","CurriculumCommittee","/offices/faculty-services/faculty-senate/curriculum_committee.shtml",
55,"Academic Senate","Legislative AnalysisCommittee","/offices/faculty-services/faculty-senate/legislative-analysis-committee.shtml",
56,"Academic Senate","Curriculum Course Definitions","/offices/faculty-services/faculty-senate/curriculum-course-definitions.shtml",
57,"Academic Senate","Board Policies","/offices/president/bp.shtml",
58,"Academic Senate","State Academic Senate","http://www.asccc.org",
59,"Academic Senate","College Organization","/offices/faculty-services/faculty-senate/org.shtml",
60,"Academic Senate","Faculty & Staff Directory","https://rdir.vvc.edu/dir",
61,"ACCESS Resource Center","ACCESS Resource Center","/offices/disabled_student_program_services",
62,"ACCESS Resource Center","Staff","/offices/disabled_student_program_services/DSPS_staff.shtml",
63,"ACCESS Resource Center","Questions","/offices/disabled_student_program_services/DSPS_faq.shtml",
64,"ACCESS Resource Center","High School Entry Handbook","/offices/disabled_student_program_services/high-school-entry-handbook.shtml",
65,"ACCESS Resource Center","Faculty/Staff Resources","/offices/disabled_student_program_services/faculty-staff-resources.shtml",
66,"ACCESS Resource Center","Student Resources","/offices/disabled_student_program_services/student-resources.shtml",
67,"ACCESS Resource Center","Faculty Handbook","/offices/disabled_student_program_services/Faculty_Handbook.doc",
68,"ACCESS Resource Center","Faculty FAQs","/offices/disabled_student_program_services/Faculty-FAQ.doc",
69,"ACCESS Resource Center","ACCESS Student Handbook","/offices/disabled_student_program_services/ACCESS-Student-Handbook.docx",
70,"ACCESS Resource Center","ADA Complaint and Hearing Procedures","/offices/human_resources/forms/Allegation_of_Discrimination_or_Sexual_Harassment.pdf",
71,"ACCESS Resource Center","Legal Resources","/offices/disabled_student_program_services/dsps-online-resources.shtml",
72,"ACCESS Resource Center","ACT","/offices/disabled_student_program_services/Disabled%20Students%20Programs%20and%20ServicesACTpage.doc",
73,"ACCESS Resource Center","Español","/offices/disabled_student_program_services/dsps-en-espanol.shtml",
74,"Administration of Justice","Administration of Justice","/academic/administration_of_justice",
75,"Administration of Justice","Workbooks(Password-Protected)","/academic/administration_of_justice/workbooks",
76,"Administration of Justice","Degrees and Certificates","/degrees-certificates#adminjustice_AS",
77,"Administration of Justice","Faculty","/academic/administration_of_justice/rand-padgett.shtml",
78,"Administration of Justice","Related Links","/academic/administration_of_justice/links.shtml",
79,"Administration of Justice","Academic Programs and Certificate Programs","/academic/administration_of_justice/academic-cert-programs.shtml",
80,"Administration of Justice","Law Enforcement Academies (P.O.S.T.)","/academic/administration_of_justice/law-enforcement-academies.shtml",
81,"Administration of Justice","Corrections Academy ","/academic/administration_of_justice/corrections-academy.shtml",
82,"Administrative Services","Administrative Services","/offices/admin-services",
83,"Administrative Services","Auxiliary Services","/offices/admin-services/auxiliary-services.shtml",
84,"Administrative Services","Budget Office","/offices/admin-services/budget-offices.shtml",
85,"Administrative Services","Facilities/Const./Contracts","/offices/facilities",
86,"Administrative Services","Fiscal Services","/offices/fiscal_services",
87,"Administrative Services","Maintenance & Ops.","/offices/maintenance-operations",
88,"Administrative Services","Payroll & Benefits","/offices/human_resources/payroll-benefits",
89,"Administrative Services","Risk Management","/offices/admin-services/risk-management.shtml",
90,"Agriculture/Orn. Horticulture ","« AGNR Home","/academic/agriculture",
91,"Agriculture/Orn. Horticulture ","Faculty","/academic/agriculture/neville-slade.shtml",
92,"Agriculture/Orn. Horticulture ","Career Opportunities","/academic/agriculture/agnr_careers.shtml",
93,"Agriculture/Orn. Horticulture ","Mojave Sustainability Project","/academic/agriculture/mojave_sustainability_project.shtml",
94,"Agriculture/Orn. Horticulture ","Geographic Information Systems","/academic/agriculture/gis.shtml",
95,"Agriculture/Orn. Horticulture ","Animal & Equine Science","/academic/agriculture/equine_science.shtml",
96,"Agriculture/Orn. Horticulture ","Sustainable Sciences","/academic/agriculture/sustainability.shtml",
97,"Agriculture/Orn. Horticulture ","Horticulture","/academic/agriculture/horticulture.shtml",
98,"Agriculture/Orn. Horticulture ","Floral Design","/academic/agriculture/floral_design.shtml",
99,"Allied Health","Allied Health","/academic/allied_health",
100,"Allied Health","STRATEGIC PLANNING","/schools/health_sciences/strategy.shtml",
101,"Allied Health","List of Allied Health Classes","/schedule",
102,"Allied Health","Degrees & Certificates","/degrees-certificates#alliedhealth",
103,"Allied Health","Computer Lab","/academic/allied_health/lab",
104,"Allied Health","Emergency Medical Technician (EMT)","/academic/emt",
105,"Allied Health","Medical Assisting (MA)","/academic/allied_health/medical-assisting",
106,"Allied Health","Certified Nursing Assistant (CNA)","/academic/allied_health/cna.shtml",
107,"Allied Health","Paramedic Academy","/academic/paramedic",
108,"Allied Health","Nursing","/academic/nursing",
109,"Allied Health","Respiratory Therapy","/academic/respiratory_therapy",
110,"Anthropology","Anthropology","/academic/anthropology",
111,"Anthropology","List of Anthropology Classes","/schedule",
112,"Anthropology","Degrees & Certificates","/degrees-certificates#anth",
113,"Anthropology","Faculty","/academic/anthropology/faculty.shtml",
114,"Art & Design","Art & Design","/academic/art_and_design",
115,"Art & Design","List of Art & Design Classes","/schedule",
116,"Art & Design","Degrees & Certificates","/degrees-certificates#finearts_AA",
117,"Art & Design","Faculty","/academic/art_and_design/faculty.shtml",
118,"Art & Design","Student Artwork : Gallery","/academic/art_and_design/student_gallery",
119,"ASB","ASB","/offices/associated_student_body",
120,"ASB","ASB Council","/offices/associated_student_body/council_2010.shtml",
121,"ASB","ASB Goals","/offices/associated_student_body/asb-goals.shtml",
122,"ASB","Events Calendar","/offices/associated_student_body/asbeventscalendar.shtml",
123,"ASB","Agendas & Minutes","/offices/associated_student_body/agendas.shtml",
124,"ASB","Documents","/offices/associated_student_body/asb_documents.shtml",
125,"ASB","Newsletters ","/offices/associated_student_body/newsletters.shtml",
126,"ASB","Community Discounts","/offices/associated_student_body/asb-discounts.shtml",
127,"ASB","Campus Clubs","/offices/associated_student_body/asb-campus-club-list.shtml",
128,"ASB","Photo Galleries","/offices/associated_student_body/photos.shtml",
129,"ASB","Student IDs / ASB Cards","/offices/associated_student_body/student-id-cards.shtml",
130,"ASB","VVTA Bus Routes","/offices/associated_student_body/vvta_bus_routes.shtml",
131,"Astronomy","« Astronomy Home","/academic/astronomy",
132,"Astronomy","List of Astronomy Classes","/schedule",
133,"Astronomy","Planetarium @ VVC ","/offices/planetarium",
134,"Astronomy","H.I.D.A.S.","http://www.hidasonline.com",
135,"Astronomy","Physical Sciences HOME","/academic/physical_science",
136,"Astronomy","« STEM Home","/academic_programs/stem",
137,"Automotive Technology","« Automotive Home","/academic/automotive",
138,"Automotive Technology","Courses and Certificates","/academic/automotive/course_description.shtml",
139,"Automotive Technology","Automotive Dealership Technician Application","https://nextgensso2.com/sp/startSSO.ping",
140,"Automotive Technology","Program Learning Outcomes","/academic/automotive/program-learning-outcomes.shtml",
141,"Automotive Technology","AUTO 50 Prerequisite","/academic/automotive/satisfying-the-auto-50-prerequisite.shtml",
142,"Automotive Technology","Internships","/academic/automotive/internships.shtml",
143,"Automotive Technology","Full-Time Instructors","/academic/automotive/ft-faculty.shtml",
144,"Automotive Technology","Part-Time Instructors","/academic/automotive/pt-faculty.shtml",
145,"Automotive Technology","Instructional Assistants","/academic/automotive/inst-asst.shtml",
146,"Automotive Technology","Counseling Survey","https://docs.google.com/forms/d/17mxDr4VNItzHYECB9HiorEjuTssZ1bJglJ1yO_HRDvM",
147,"Automotive Technology","Student Policies and Procedures","/academic/automotive/docs/Automotive-Department-Student-Policies-and-Procedures.pdf",
148,"Automotive Technology","Matco Tools Student Program","/academic/automotive/matco-tools-student-program.shtml",
149,"Automotive Technology","Vehicle Inspection Form","/academic/automotive/docs/Vehicle-Inspection-Report.pdf",
150,"Automotive Technology","Alternative Propulsion Technician","/academic/automotive/pathway-alternative-propulsion-technician.shtml",
151,"Automotive Technology","Auto Dealership Porter Detailer","/academic/automotive/pathway-dealership-porter-detailer.shtml",
152,"Automotive Technology","Brake & Alignment Technician","/academic/automotive/pathway-brake-alignment-technician.shtml",
153,"Automotive Technology","Heavy Line Technician","/academic/automotive/pathway-heavy-line-technician.shtml",
154,"Automotive Technology","Repair Shop Manager","/academic/automotive/pathway-repair-shop-manager.shtml",
155,"Automotive Technology","Transmission & Transaxle Technician","/academic/automotive/pathway-transmission-transaxle-technician.shtml",
156,"Automotive Technology","Drivetrain Management Technician","/academic/automotive/pathway-drivetrain-management-technician.shtml",
157,"Automotive Technology","Inspection & Maintenance Technician","/academic/automotive/pathway-inspection-maintenance-technician.shtml",
158,"Automotive Technology","Light Vehicle Diesel Engine Technician","/academic/automotive/pathway-light-vehicle-diesel-engine-technician.shtml",
159,"Automotive Technology","Smog Inspection Technician","/academic/automotive/pathway-smog-inspection-repair-technician.shtml",
160,"Automotive Technology","ASE®","https://www.ase.com/Home.aspx",
161,"Automotive Technology","NATEF®","http://www.natef.org/Home.aspx",
162,"Automotive Technology","S/P2®","http://www.sp2.org/site",
163,"Automotive Technology","Snap-on® Tools","https://store.snapon.com",
164,"Automotive Technology","Matco Tools®","http://www.matcotools.com",
165,"Auxiliary Services","Administrative Services","/offices/admin-services",
166,"Auxiliary Services","Auxiliary Services","/offices/admin-services/auxiliary-services.shtml",
167,"Auxiliary Services","Budget Office","/offices/admin-services/budget-offices.shtml",
168,"Auxiliary Services","Facilities/Const./Contracts","/offices/facilities",
169,"Auxiliary Services","Fiscal Services","/offices/fiscal_services",
170,"Auxiliary Services","Maintenance & Ops.","/offices/maintenance-operations",
171,"Auxiliary Services","Payroll & Benefits","/offices/human_resources/payroll-benefits",
172,"Auxiliary Services","Risk Management","/offices/admin-services/risk-management.shtml",
173,"Aviation Maint. Technology","Aviation Tech. HOME","/academic/aviation-tech",
174,"Aviation Maint. Technology","Faculty and Staff","/academic/aviation-tech/faculty.shtml",
175,"Aviation Maint. Technology","Location/Directions","/academic/aviation-tech/location-directions.shtml",
176,"Aviation Maint. Technology","Classes & Certificates","/academic/aviation-tech/aviation-classes-and-certificates.shtml",
177,"Aviation Maint. Technology","Online Interest Form","/academic/aviation-tech/aviation-technology-interest-form.shtml",
178,"Aviation Maint. Technology","Video Tour","/academic/aviation-tech/video-tour.shtml",
179,"Basic Skills","Basic Skills","/offices/bsk",
180,"Basic Skills","List of Basic Skills Classes","/schedule",
181,"Basic Skills","Faculty & Staff","/offices/bsk/faculty-staff.shtml",
182,"Basic Skills","Basic Skills Initiative","/offices/bsk/Basic Skills Action Plan Cover Page and ABCD secti.pdf",
183,"Biology ","« Biology Home","/academic/biology",
184,"Biology ","Full-Time Faculty","/academic/biology/faculty.shtml",
185,"Biology ","Part-Time Faculty","/academic/biology/Adjunct_faculty.shtml",
186,"Biology ","Lab Technicians","/academic/biology/Lab_Tech.shtml",
187,"Biology ","Biology Club","/academic/biology/biologyclub.shtml",
188,"Biology ","Bloodhound Research","/academic/biology/bloodhound-club.shtml",
189,"Biology ","A.L. Baartz Herbarium","/academic/biology/herbarium.shtml",
190,"Biology ","WebAdvisor","http://webadvisor.vvc.edu",
191,"Board of Trustees","About Our Campus","/offices/president/about_campus.shtml",
192,"Board of Trustees","Ask the President","/offices/president/Ask_The_President.shtml",
193,"Board of Trustees","President's Message","/offices/president",
194,"Board of Trustees","Accreditation","/offices/oie/accreditation/accreditation-2017-Present.shtml",
195,"Board of Trustees","Committees","/offices/president/committees.shtml",
196,"Board of Trustees","Budget Information","/offices/admin-services/budget-offices.shtml",
197,"Board of Trustees","Request for Public Records Form","/offices/president/VVCCD-REQUEST-FOR-PUBLIC-RECORDS.pdf",
198,"Board of Trustees","Educational Master Plan ","/offices/president/includes/EMP_Board%20Presentation_20201013.pdf",
199,"Board of Trustees","Economic Impact Study","/offices/president/economic-impact-and-return-on-investment-of-education.shtml",
200,"Board of Trustees","President’s Chat 2020","/offices/president/President_Chat_2020.shtml",
201,"Board of Trustees","Support Staff","/offices/president/Support_Staff.shtml",
202,"Board of Trustees","Trustees","/offices/president/trustees.shtml",
203,"Board of Trustees","Board Goals","/offices/president/board-goals.shtml",
204,"Board of Trustees","AGENDAS & MINUTES","/offices/president/agendas.shtml",
205,"Board of Trustees","Public Comment Form","/offices/Board_of_Trustees/agenda-n-minutes/Public_Comment_Form_fill_in_version.pdf",
206,"Board of Trustees","BOT Schedule of Meetings","/offices/president/schedule.shtml",
207,"Board of Trustees","Watch Live Meeting","/offices/president/live-stream.shtml",
208,"Board of Trustees","Watch On-Demand Meetings","/offices/president/on-demand-streams.shtml",
209,"Board of Trustees","Board Policies & Administrative Procedures","/offices/president/bpap.shtml",
210,"Board of Trustees","Redistricting","/offices/president/establishment-of-trustee-areas-for-elections-redistricting.shtml",
211,"Bond Oversight Committee"," Home","/measurejj",
212,"Bond Oversight Committee","BOND OVERSIGHT COMMITTEE","/measurejj/committee.shtml",
213,"Bond Oversight Committee","AGENDAS &AMP"," MINUTES","/measurejj/agendas-minutes.shtml"
214,"Bond Oversight Committee","PROJECT: Dr. Prem Reddy Health Sciences Building","/offices/facilities/project-dr-prem-reddy-health-sciences-building.shtml",
215,"Bond Oversight Committee","PROJECT: Music Building : Code Compliance & Renovation","/offices/facilities/music-building-code-compliance-and-renovation-project.shtml",
216,"Bond Oversight Committee","Public Safety Training Center","/measurejj/public-safety-training-academy.shtml",
217,"Bond Oversight Committee","Workforce Development Center","/measurejj/workforce-development-center.shtml",
218,"Bond Oversight Committee","Science Building Project VIDEO","/measurejj/science-building-project-video.shtml",
219,"Bond Oversight Committee","Main Campus Improvements","/measurejj/main-campus-improvements.shtml",
220,"Bond Oversight Committee","Retirement of Debt","/measurejj/retirement-of-debt.shtml",
221,"Bond Oversight Committee","Bond Sale / Financial Information","/measurejj/bond-sale-financial-info.shtml",
222,"Bond Oversight Committee","Bond Documents","/measurejj/bond-election-documents.shtml",
223,"Bond Oversight Committee","Information for Contractors","/measurejj/info-for-contractors.shtml",
224,"Budget Office","Administrative Services","/offices/admin-services",
225,"Budget Office","Auxiliary Services","/offices/admin-services/auxiliary-services.shtml",
226,"Budget Office","Budget Office","/offices/admin-services/budget-offices.shtml",
227,"Budget Office","Facilities/Const./Contracts","/offices/facilities",
228,"Budget Office","Fiscal Services","/offices/fiscal_services",
229,"Budget Office","Maintenance & Ops.","/offices/maintenance-operations",
230,"Budget Office","Payroll & Benefits","/offices/human_resources/payroll-benefits",
231,"Budget Office","Risk Management","/offices/admin-services/risk-management.shtml",
232,"Bursar's Office","Bursar's Office","/offices/fiscal_services",
233,"Bursar's Office","Bursar's Office","/offices/fiscal_services/bursars-office.shtml",
234,"Business Administration","Business Administration","/academic/business_administration",
235,"Business Administration","List of Business Administration Classes","/schedule",
236,"Business Administration","Degrees & Certificates","/degrees-certificates#business_AS",
237,"Business Administration","Faculty","/academic/business_administration/faculty.shtml",
238,"Business Real Estate","Business Real Estate","/academic/business_real_estate",
239,"Business Real Estate","Faculty","/academic/business_real_estate/faculty.shtml",
240,"Business Real Estate","Links","/academic/business_real_estate/links.shtml",
241,"Business Ed. Tech.","Business Ed. Tech.","/academic/business_education_technologies",
242,"Business Ed. Tech.","Faculty","/academic/business_education_technologies/faculty.shtml",
243,"Business Ed. Tech.","Lab","/academic/business_education_technologies/lab.shtml",
244,"Business Ed. Tech.","TYPING TESTS","/academic/business_education_technologies/typing-tests.shtml",
245,"Business Ed. Tech.","List of BET Classes","/schedule",
246,"Business Ed. Tech.","Degrees & Certificates","/degrees-certificates#bet_AS",
247,"C.A.R.E","EOPS & CARE : HOME","/offices/eops_and_care",
248,"C.A.R.E","Message from the Director","/offices/eops_and_care/eops_director.shtml",
249,"C.A.R.E","Message from the Counselors","/offices/eops_and_care/eops_counselors.shtml",
250,"C.A.R.E","What is the Purpose of EOPS?","/offices/eops_and_care/what_is_eops.shtml",
251,"C.A.R.E","Who is Eligible?","/offices/eops_and_care/who_is_eligible.shtml",
252,"C.A.R.E","How to Apply for EOPS","/offices/eops_and_care/how_to_apply_eops.shtml",
253,"C.A.R.E","Downloadable 2020 Application Forms","/offices/eops_and_care/2020_application.pdf",
254,"C.A.R.E","Downloadable EOPS Forms","/offices/eops_and_care/eops_forms.shtml",
255,"C.A.R.E","Downloadable E.O.P.S. Mutual Responsibility Contract","/offices/eops_and_care/2020_fall_EOPS_mrc.pdf",
256,"C.A.R.E","Supportive Services","/offices/eops_and_care/services.shtml",
257,"C.A.R.E","Contact Information","/offices/eops_and_care/eops_contact.shtml",
258,"C.A.R.E","What is C.A.R.E.?","/offices/eops_and_care/what_is_care.shtml",
259,"C.A.R.E","How can CARE help me?","/offices/eops_and_care/how_can_care_help.shtml",
260,"C.A.R.E","Am I Eligible for CARE?","/offices/eops_and_care/am_i_eligible_for_care.shtml",
261,"C.A.R.E","How to Apply for CARE","/offices/eops_and_care/how_to_apply_care.shtml",
262,"C.A.R.E","2020.fall.care UNTAXED INCOME FORM","/offices/eops_and_care/2020.fall.care_UNTAXED_INCOME_FORM.pdf",
263,"C.A.R.E","2020 Fall Care Purgery","/offices/eops_and_care/2020.fall.care_purgery.docx",
264,"C.A.R.E","Downloadable C.A.R.E. Forms","/offices/eops_and_care/20.21.CARE_MRC.pdf",
265,"Campus Police","« Message From the Chief & Safety On-Campus","/offices/campus_police",
266,"Campus Police","Triage, Engagement, and Support Teams (TEST)","/offices/campus_police/TEST-Program.shtml",
267,"Campus Police","WeTip Crime Reporting Hotline","/offices/admin-services/WeTip%20Poster.pdf",
268,"Campus Police","Annual Security Report","/offices/campus_police/annual-security-report.shtml",
269,"Campus Police","Crisis Assessment Committee","/offices/campus_police/crisis-assessment-committee.shtml",
270,"Campus Police","EMERGENCY INFORMATION CHART (a separate window will open)","/offices/campus_police/#",
271,"Campus Police","Security, Access & Maintenance of Campus Facilities","/offices/campus_police/security_access_policy.shtml",
272,"Campus Police","Megan's Law","/offices/campus_police/megans-law.shtml",
273,"Campus Police","VAWA - Violence Against Women Act","/offices/campus_police/violence-against-women-act",
274,"Campus Police","Parking Rules & Regulations","/offices/campus_police/parking-rules-and-regulations.shtml",
275,"Campus Police","Faculty & Staff : Parking Permit Request (Fill-In PDF)","/offices/campus_police/faculty-staff-permit-form-2020.pdf",
276,"Campus Police","Adjunct Faculty : Parking Permit Request (Fill-In PDF)","/offices/campus_police/2013-Adjunct-Faculty-Parking-Permit-Request-Form-FILLABLE.pdf",
277,"Campus Police","Reporting Criminal Offenses","/offices/campus_police/reporting_offenses_other.shtml",
278,"Campus Police","Your Community Policing Agency","/offices/campus_police/community_policing_agency.shtml",
279,"Campus Police","Drugs & Alcohol","/offices/campus_police/drugs_and_alcohol.shtml",
280,"Campus Police","Weapons","/offices/campus_police/weapons.shtml",
281,"Campus Police","Student Discipline","/offices/campus_police/student_discipline.shtml",
282,"Campus Police","Sexual Assault - Policies and Resources","/offices/campus_police/sexual_assault_policy.shtml",
283,"Campus Police","Hate Crimes","/offices/campus_police/hate_crimes.shtml",
284,"Campus Police","Clery Statistics Reporting","/offices/campus_police/clery-statistics-reporting.shtml",
285,"Campus Police","Campus Crime Statistics by Calendar Year","/offices/campus_police/crime-statistics-by-calendar-year.shtml",
286,"Campus Police","CRIME LOG (Regularly Updated)","/offices/campus_police/crime_log.shtml",
287,"Campus Police","Policies and Procedures ","/offices/campus_police/policies_procedures.shtml",
288,"Career/Transfer Svcs","Career Center : Home","/offices/transfer-center/Holiday%20Closure%20Sign.pdf",
289,"Career/Transfer Svcs","Events Calendar","/offices/transfer-center/November%202018_TC%20Calendar.pdf",
290,"Career/Transfer Svcs","Workshops","/offices/career-center/workshops.shtml",
291,"Career/Transfer Svcs","Employment Search/Federal Work Study","https://vvc.studentemployment.ngwebsolutions.com",
292,"Career/Transfer Svcs","Internships ","/offices/career-center/internships.shtml",
293,"Career/Transfer Svcs","Volunteer & Public Service Opportunities","/offices/career-center/volunteer_public_service.shtml",
294,"Career/Transfer Svcs","Learn about Occupations","/offices/career-center/resource-list.shtml",
295,"Career/Transfer Svcs","Choose a Major","/offices/career-center/webadvisor-system.shtml",
296,"Career/Transfer Svcs","Find a University / College Training Program","/offices/career-center/find-a-training-program.shtml",
297,"Career/Transfer Svcs","Take a Career Assessment","/offices/career-center/career-services.shtml",
298,"Career/Transfer Svcs","VVC Guidance Classes","/offices/career-center/guidance-classes.shtml",
299,"Career/Transfer Svcs","Transfer Center Website","/offices/transfer-center",
300,"Career/Transfer Svcs","VVC Counseling Website","/offices/guidance_and_counseling",
301,"Career & Tech. Ed.","CTE Home Page","/offices/career-technical-education",
302,"Career & Tech. Ed.","CTE Mission Statement","/offices/career-technical-education/cte-mission-statement.shtml",
303,"Career & Tech. Ed.","CTE Departments","/offices/career-technical-education/college-department-contact-information.shtml",
304,"Career & Tech. Ed.","CTE Job Placement","/offices/career-technical-education/job-placement.shtml",
305,"Career & Tech. Ed.","Articulation Request","/offices/career-technical-education/articulation-request.shtml",
306,"Career & Tech. Ed.","Current Agreements","/offices/career-technical-education/currrent-agreements.shtml",
307,"Career & Tech. Ed.","CTE Program Videos","/offices/career-technical-education/cte-videos.shtml",
308,"Career & Tech. Ed.","Registrar Instructions","/offices/career-technical-education/registrar-instructions.shtml",
309,"Career & Tech. Ed.","The More You Know!","/offices/career-technical-education/the-more-you-know.shtml",
310,"Career & Tech. Ed.","How Much On Payday?","http://www.bls.gov/ooh",
311,"Career & Tech. Ed.","Statistical Data","/offices/career-technical-education/statistical-data.shtml",
312,"Career & Tech. Ed.","High School/ROP Coordinator Information","/offices/career-technical-education/high-school-rop-coordinator-information.shtml",
313,"Career & Tech. Ed.","Outreach Program Course Listings","/offices/career-technical-education/outreach-course-listings.shtml",
314,"Career & Tech. Ed.","Admission Application","/offices/admissions-records/apply-for-admission-online.shtml",
315,"Career & Tech. Ed.","Student Enrollment Instructions","/offices/career-technical-education/student-enrollment-instructions.shtml",
316,"Career & Tech. Ed.","Web Resources","/offices/career-technical-education/web-resources.shtml",
317,"Chemistry","Chemistry","/academic/chemistry",
318,"Chemistry","List of Classes","/schedule",
319,"Chemistry","Faculty","/academic/chemistry/faculty.shtml",
320,"Chemistry","Staff","/academic/chemistry/staff.shtml",
321,"Chemistry","Division of Science, Technology, Engineering & Mathematics","/academic_programs/stem",
322,"Chemistry","CHEM 100 - Hybrid","/academic/chemistry/Chem100-hybrid.shtml",
323,"Chemistry","CHEM 100 - Lab Videos","/academic/chemistry/lab-safety.shtml",
324,"Chemistry","Winternship Application","/academic/chemistry/winternship-application.shtml",
325,"Child Development ","« Child Development Home","/academic/child_development",
326,"Child Development ","Career Pathways","/academic/child_development/CHDVPathways.shtml",
327,"Child Development ","Degrees & Certificates","/academic/child_development/CHDV%20Degrees.shtml.10-29-19%2009-55-46",
328,"Child Development ","CHDV Coursework","/academic/child_development/CHDV%20Coursework",
329,"Child Development ","Child Development Instructional Lab","/offices/CDC",
330,"Child Development ","Student Success Center","/academic/child_development/Student%20Success%20Center",
331,"Child Development ","Faculty","/academic/child_development/faculty.shtml.10-29-19%2009-55-48",
332,"Child Development ","Mentor Teachers","/academic/child_development/mentors.shtml",
333,"Child Development ","CHDV Related Resources","/academic/child_development/CHDV%20Related%20Resources",
334,"College Council","About Our Campus","/offices/president/about_campus.shtml",
335,"College Council","Ask the President","/offices/president/Ask_The_President.shtml",
336,"College Council","President's Message","/offices/president",
337,"College Council","Accreditation","/offices/oie/accreditation/accreditation-2017-Present.shtml",
338,"College Council","Committees","/offices/president/committees.shtml",
339,"College Council","Budget Information","/offices/admin-services/budget-offices.shtml",
